review,label
总体很不错,1
屏幕颜色发黄,0
很不错的机器,1
看色彩不错,1
但是白平衡有时不太好,0
像素低感觉画面锐度要差一些,0
锐度高些,1
的硬盘比也大,1
色彩自然,1
白平衡也好,1
拍照片效果还可以,1
主要感觉色彩还不错,1
画质略弱于,0
防抖效果差,0
硬盘太小,0
感觉佳能的操作有点不那么方便,0
且液晶屏旁的滚轮操作不是那么顺手,0
感觉价格还算可以,1
不得不感叹大屏幕确实舒服,1
的屏幕技术也很棒,1
系统也是很好用,1
很棒,1
性价比很高,1
更轻便的机身也便于携带,1
手持的握感还是相当不错的,1
显示效果很好的旋转液晶屏确实是一个亮点,1
在便利的同时对焦相当不舒服,0
万像素的高分辨率,1
在能拍出更精细的图片外,1
合焦速度还不错,1
对焦也精准,1
色彩还原中规中矩,1
那个头子甚至在中长焦端的锐利度也还不错,1
佳能操控性好,1
色彩画质优良,1
功能实用,1
外形不错好看,1
手感也还可以没人家说握着不舒服的现象,1
续航还是不错的,1
但是细腻度是可以的,1
手感不是很好,0
拍得可真清楚,1
屏幕的鲜艳一点,1
就暗很多,0
比好很多不知道是不是自动亮度低的关系呢,1
不过性价比确实不错,1
做工精细,1
反转屏的设计很好用且方便构图,1
开机速度快,1
快门时滞短,1
操作简单方便,1
菜单使用起来方便快捷,1
拍摄模式很齐全,1
色彩饱满,1
还原准确,1
高感光度成像质量很好,1
双重降噪功能明显,1
广角端不足,0
是一款综合素质不错的便携式消费级数码相机,1
外观没的大气,0
像素绝对比的清晰,1
一直嫌那两台单反有点笨重,0
但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材,0
低感光度拍摄的图像犀利清晰层次好,1
色彩也鲜艳,1
中心对焦点在暗光条件下的对焦能力更是远远的超过了,1
遗憾和不足的是个对焦点的覆盖范围太小了,0
界面漂亮,1
表现还行吧,1
的对焦屏比较简单的感觉,1
这对焦屏绝对给人耳目一新的感觉,1
拍摄起来我耳闻的高感比的给力了,1
就觉得的快门声格外的好听,1
照相时取景框中的红斑现象非常严重,0
其画质细腻饱满明暗及色彩过渡也好于,1
颜色无敌兔也更为厚重些,1
无敌兔的画质可以用赏心悦目来形容,1
优异的画质加之充分发挥镜头的视角,1
性格鲜明,1
但是强劲的机能会弥补画质的不足,1
虽然无敌兔不如那么专业,0
硬件够用,1
操作很流畅,1
万摄像头效果不太好,0
电量显示不正常,0
最佳的集成化,1
电池坚持时间久,1
底感差,0
外观真的不错,1
色彩艳丽,1
真的是颗粒感很强的,0
可折叠的使得胸平取景甚至腰平取景很舒服,1
视频自动对焦很强大,1
对焦距离控制很牛,1
可玩性大大提高,1
感觉这款机器不错,1
手感好,1
功能多,1
样子好看,1
写短信息的时候感觉字母太小,0
机器有点慢,0
新设计的镜头也比前面的口镜头都要小巧,1
套装便携性非常好,1
感觉在变焦的时候有些迟滞,0
手感不是很好,0
实际使用的时候调整对焦点很方便,1
对焦速度尚可,1
对焦精度也准确,1
不错,1
参数丰富,1
调整曝光组合时的操控性自然不错,1
至少本人觉得外观比好看,1
商家确实不错机子也赞,1
各种的拨盘选择器在调整参数上确实很便捷,1
在一些光线一般的情况下仍然可以拍摄出清晰的照片,1
对焦速度很快这个与其定位相符,1
合焦比较坚决和迅速,1
效果还真是不错,1
还是方便而且摄像还清晰安卓的平台正逐步完善,1
但是网速慢啊,0
结果人气很旺,1
对焦很快,1
快门清脆,1
肩屏小了些,0
感觉手柄还是略小,0
标准套机手感还行,1
快门声音真心不好听,0
画质还是可以的,1
配置一般,0
屏幕太小,0
目前价位还是高于的,0
手感我觉得更好,1
快门声音貌似比清脆一些,1
感觉的比稍好,1
机子太小太轻,0
不过的快门声音做的很好听,1
此外电动变焦镜头挺好玩的,1
令视野率的取景观感更加舒服清晰,1
电子取景器确实提升了很多,1
而且最重要的是的视野率很不错,1
广角拍摄方便畸变控制很好,1
的多功能设置已经人性化的设置,1
控制还不错,1
并且拥有齐全的镜头群,1
还有就是场景方面多张连拍很方便,1
自动人像识别和人像追踪对于拍摄非常的实用,1
总体来说是一个不错的机器,1
良好的性能和高素质的相机制作,1
部分相当正常,1
传输速度很快也很正常,1
金属质感的背盖真的相当漂亮,1
转场动画比起蝴蝶更优异,1
这个功能设计得使用起来真是太方便了,1
依然有着清晰锐力的成像品质,1
手感比预想的要好,1
可能机身比较厚的缘故吧,1
不过与相比的机身确实短了一些从左到右方向,1
手柄突出部分和镜头对焦环之间的空间挤了点,0
肩屏显示的信息很多,1
用了几天的感受屏实在优,1
它经济实惠成像也好,1
是很超值的广角镜头,1
这两个都是不错的人像头,1
拍半身人像特写都很好,1
这个镜头的成像还算不错,1
这么密的小像素,1
色彩不正及过渡不好,0
片子发暗种种现象,0
的镜头直径够大,1
尤其拍微距够毒,1
这款机子确实很不错,1
这些模式使得照片艳丽明快,1
色彩还原真实可靠,1
说明这只镜头素质还是很高的,1
传输速度较慢,0
配有补光灯是一个亮点,1
拍照功能较全,1
镜头反映速度较块,1
拍照效果还不赖,1
兼容性好,1
做工好,1
感觉镜筒的设计是很随便的没有用心,0
成像很好,1
镜头不小,1
而且设计的镜头有些突出,0
还有镜头保护盖很容易松,0
但感动的镜头的确是一流的外观,1
